version,1.3.0
info,team,Peshawar Zalmi
info,team,Lahore Qalandars
info,gender,male
info,season,2017/18
info,date,2018/03/16
info,competition,Pakistan Super League
info,match_number,29
info,venue,Sharjah Cricket Stadium
info,city,Sharjah
info,toss_winner,Lahore Qalandars
info,toss_decision,bat
info,player_of_match,Kamran Akmal
info,umpire,Shozab Raza
info,umpire,Rashid Riaz
info,reserve_umpire,Khalid Mahmood
info,tv_umpire,Asif Yaqoob
info,match_referee,Mohammed Anees
info,winner,Peshawar Zalmi
info,winner_wickets,7
ball,1,0.1,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,0,0,"",""
ball,1,0.2,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,1,0,"",""
ball,1,0.3,Lahore Qalandars,AP Devcich,Fakhar Zaman,Hasan Ali,0,0,"",""
ball,1,0.4,Lahore Qalandars,AP Devcich,Fakhar Zaman,Hasan Ali,0,0,"",""
ball,1,0.5,Lahore Qalandars,AP Devcich,Fakhar Zaman,Hasan Ali,0,0,"",""
ball,1,0.6,Lahore Qalandars,AP Devcich,Fakhar Zaman,Hasan Ali,6,0,"",""
ball,1,1.1,Lahore Qalandars,Fakhar Zaman,AP Devcich,Sameen Gul,0,0,"",""
ball,1,1.2,Lahore Qalandars,Fakhar Zaman,AP Devcich,Sameen Gul,0,0,"",""
ball,1,1.3,Lahore Qalandars,Fakhar Zaman,AP Devcich,Sameen Gul,0,1,"",""
ball,1,1.4,Lahore Qalandars,Fakhar Zaman,AP Devcich,Sameen Gul,0,0,"",""
ball,1,1.5,Lahore Qalandars,Fakhar Zaman,AP Devcich,Sameen Gul,1,0,"",""
ball,1,1.6,Lahore Qalandars,AP Devcich,Fakhar Zaman,Sameen Gul,0,0,"",""
ball,1,1.7,Lahore Qalandars,AP Devcich,Fakhar Zaman,Sameen Gul,6,0,"",""
ball,1,2.1,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,0,0,"",""
ball,1,2.2,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,0,0,"",""
ball,1,2.3,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,4,0,"",""
ball,1,2.4,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,0,0,"",""
ball,1,2.5,Lahore Qalandars,Fakhar Zaman,AP Devcich,Hasan Ali,0,0,bowled,Fakhar Zaman
